BLA,BLP,LU,MABH,BN,FAR,BD,HBN,AHBH,ABH,DHBH,ABF,CL,RBS,HBFR,BL,SBLU,SLR
3169.314,232.112,B,18.0,2,1.706914493167922,0.426728623291981,0,0.0,18.0,0.0,676.2185,0.191537170850161,0.99999999995,0.0,0.301854866058687,"B, R",tertiary
7432.747,357.324,B,36.0,3,3.447522161052972,0.680478025150056,0,0.0,24.0,0.0,1685.9403333333332,0.600167560427865,0.999999999966667,0.0,0.325218602725489,"A, B",tertiary
7099.094,355.518,B,100.0,3,9.249470143654952,0.47344111797928,2,100.0,72.66666666666667,0.0,1120.3343333333335,0.164657408383139,0.666666666644444,0.5,0.134781714282525,B,tertiary
0.849,3.686,B,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14391778163292,B,tertiary
5497.075,324.153,B,18.0,1,1.461741744473197,0.365435436118299,0,0.0,18.0,0.0,2008.826,0.167111217895847,0.9999999999,0.0,0.228049052299716,B,residential
10849.824,425.797,B,207.0,6,5.262091071707707,0.542475066876661,1,207.0,49.5,0.0,980.9598333333333,0.341604702676844,0.666666666655556,1.0,0.295034454158384,"A, B",residential
6947.892,346.286,B,18.0,1,0.934958689628451,0.233739672407113,0,0.0,18.0,0.0,1623.998,0.003240965221836,0.9999999999,0.0,0.377323365003069,"A, B, R","secondary, tertiary"
38751.043,803.384,B,18.0,6,1.179999464788599,0.306866424214698,0,0.0,15.666666666666666,0.0,1981.8990000000001,0.05325125958425,0.333333333327778,0.0,0.236174168958229,"A, B","secondary, tertiary"
7901.269,364.745,B,18.0,1,1.013323302877044,0.253330825719261,0,0.0,18.0,0.0,2001.635,0.046320370597476,0.9999999999,0.0,0.18506392749912,B,"secondary, tertiary"
5780.552,314.995,B,66.0,1,6.571874104756778,0.438124940317119,1,66.0,66.0,0.0,2532.604,0.163792370893962,0.9999999999,1.0,0.27532546893915,B,"secondary, residential"
5372.203,303.906,B,66.0,2,12.423519550545649,1.068188041293302,1,66.0,39.0,0.0,2869.2615,0.450011659932357,0.99999999995,1.0,0.326260236593101,B,"secondary, residential"
4517.302,283.588,B,66.0,2,14.826982566142357,1.287778855608945,1,66.0,39.0,0.0,2908.643,0.620716579824846,0.99999999995,1.0,0.367323436249254,"A, B","secondary, residential"
9906.54,507.818,B,18.0,3,1.797350134355688,0.518429845334496,0,0.0,14.0,0.0,1711.9486666666664,0.243416283918737,0.999999999966667,0.0,0.537587608478311,"A, R",secondary
4849.178,285.646,B,505.0,3,40.73681683782282,0.824913418315434,1,505.0,180.33333333333334,0.0,1333.384,0.669517216658456,0.999999999966667,1.0,0.338284785571139,B,"primary, secondary, residential"
14108.564,515.489,B,100.0,3,4.172875141651553,0.455897850411991,1,100.0,45.333333333333336,0.0,2144.0213333333336,0.141765136783081,0.666666666644444,0.0,0.293718631207654,"A, B, R","primary, secondary, tertiary"
6989.294,348.118,B,18.0,3,3.154628207083577,0.788657051770894,0,0.0,18.0,0.0,1837.3853333333334,0.690392186489225,0.999999999966667,0.0,0.396850590802454,B,"primary, secondary, residential"
19322.724,576.464,B,18.0,34,1.418912416282508,0.514400091829703,0,0.0,10.470588235294118,0.0,292.3415,0.282899916923794,0.470588235292734,0.0,0.442065846763733,"B, R","secondary, residential"
5454.322,307.839,B,18.0,4,1.284262278611347,0.321065569652837,0,0.0,18.0,0.0,437.79875,0.084307142504997,0.999999999975,0.0,0.447191314185164,"B, R, U","primary, secondary, tertiary"
4383.825,270.931,B,7.0,5,0.575351890187222,0.287675945093611,0,0.0,7.0,0.0,252.22420000000002,0.166584284850549,0.399999999992,0.0,0.51605781607484,"B, R","primary, secondary, residential"
5868.515,313.339,B,36.0,3,4.509249955056774,0.579908375457846,0,0.0,25.333333333333332,0.0,1134.4003333333333,0.414782169635808,0.999999999966667,0.0,0.5509990346866,"A, B, R, U","primary, tertiary"
7930.524,375.675,B,18.0,4,2.631215289178874,0.6720056581381,0,0.0,16.5,0.0,1332.33925,0.388880652335063,0.999999999975,0.0,0.595423220366528,"B, R","primary, tertiary, residential"
5377.762,300.337,B,18.0,2,2.533390655815561,0.63334766395389,0,0.0,18.0,0.0,1702.9965000000002,0.263040650545237,0.99999999995,0.0,0.72130242682615,"B, R, U","primary, tertiary, residential"
3145.125,236.025,B,18.0,4,3.995245340010333,1.116544493462104,0,0.0,16.5,0.0,877.918,0.405451514074025,0.74999999998125,0.0,0.827288002310124,"B, R, U","primary, residential"
1609.834,173.275,G,36.0,2,0.553951525436784,0.152818862069008,0,0.0,20.0,0.0,123.0065,0.168402653196846,0.99999999995,0.0,0.606188773075024,"A, B, G","primary, secondary"
654.628,206.806,G,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.452177986566399,"A, B, R",tertiary
203.776,117.682,G,36.0,2,29.46660058103015,3.814320626570352,0,0.0,24.0,0.0,388.6335,0.239944841394472,0.99999999995,0.0,0.564409347387966,"A, B, G",residential
